name,surname,level
Scott,Davis,expert
Christopher,Shaffer,beginner
Nicole,Bailey,beginner
Isaac,Moore,beginner
Erin,Oconnell,beginner
Amber,Carter,intermediate
Kimberly,Esparza,expert
Rose,Blanchard,beginner
Gary,Davis,expert
Jorge,Clay,intermediate
William,King,beginner
Michael,Hudson,beginner
Derek,Thompson,intermediate
Marie,Smith,intermediate
Danielle,Elliott,expert
Jasmine,Garcia,intermediate
Mario,Santana,intermediate
Shari,Barker,expert
Kim,Black,intermediate
Gail,Williams,expert
Crystal,Davis,expert
Sydney,Tucker,beginner
Andrew,Snyder,intermediate
Brian,Green,intermediate
Julian,Collier,beginner
Austin,Stokes,beginner
Pamela,Levine,expert
Cheryl,Powers,intermediate
Joel,Ayala,beginner
Jermaine,Russo,beginner
Michael,Dominguez,intermediate
Jacqueline,Rose,intermediate
Michael,Lane,intermediate
Vanessa,Larson,beginner
Megan,Weaver,beginner
Charles,Martin,beginner
Danielle,Mercado,beginner
Kaitlin,Cruz,expert
Jake,Wise,intermediate
Roberto,Russell,intermediate
Ronnie,Hurst,beginner
Mindy,Golden,expert
Angela,Mcdonald,intermediate
Marcus,Hall,expert
Mark,Mcfarland,intermediate
Steve,Waters,intermediate
Susan,King,expert
Deborah,Guerra,expert
Sharon,Gross,intermediate
Ethan,Stone,beginner
Hannah,Lutz,expert
Donna,Cross,expert
Abigail,Roberts,expert
Mary,Reed,beginner
Michael,Walker,beginner
Michael,Jones,expert
Kimberly,Reed,intermediate
Derrick,Smith,intermediate
Ana,Taylor,expert
Matthew,Miller,beginner
Gregory,Kim,intermediate
Anthony,Silva,intermediate
Christina,Tran,beginner
William,Flores,intermediate
Jonathan,Dougherty,expert
Joshua,Hernandez,expert
Bianca,Morgan,intermediate
Tonya,Evans,expert
Bridget,Thompson,intermediate
Gina,Baker,intermediate
Pamela,Smith,expert
Meredith,Hebert,beginner
Stephanie,Vincent,beginner
Nicholas,Chavez,intermediate
Earl,Davis,intermediate
Patricia,Osborne,beginner
Felicia,Stephens,intermediate
Lisa,Nelson,beginner
Tyler,Barker,expert
Marc,Burch,expert
Angela,Huber,beginner
Adam,Reeves,intermediate
Christina,Mendoza,intermediate
Danielle,Mueller,intermediate
Daniel,Miller,beginner
Michael,Mueller,expert
Dennis,Palmer,expert
Andrea,Barrett,beginner
Eric,Camacho,expert
Daniel,Rose,intermediate
Brittany,Franco,intermediate
Nicole,Bowers,intermediate
Elizabeth,Patterson,expert
Karen,Green,intermediate
Maria,Riley,intermediate
Laura,Jones,intermediate
James,Patterson,beginner
Andrea,Watson,intermediate
Marcus,Rogers,beginner
Derrick,Boyer,expert
Anna,Williams,beginner
Aaron,Monroe,expert
Jamie,Brown,beginner
John,Carter,expert
Katherine,Bowen,expert
Cristian,Garcia,intermediate
Kimberly,Jones,expert
Lauren,Alvarez,expert
Kristen,Crawford,beginner
Jeremy,Nguyen,intermediate
Cynthia,Mckee,expert
Sabrina,Miller,beginner
Jason,Willis,expert
Richard,Horne,intermediate
Kristie,Odom,intermediate
Tracey,Moreno,expert
Michael,Brandt,intermediate
Michael,Fowler,intermediate
Kimberly,Davis,beginner
Alyssa,Wade,beginner
Dale,Butler,beginner
Melissa,Fields,beginner
Matthew,Frey,intermediate
Jacqueline,Carson,beginner
Karen,Jarvis,expert
Hailey,Hopkins,beginner
Becky,Wright,intermediate
Breanna,Curry,expert
Adrienne,Griffith,intermediate
Crystal,Moore,beginner
Linda,Cummings,expert
Sonya,Hall,intermediate
Aaron,Little,beginner
Paul,Walker,beginner
Diana,Goodwin,intermediate
Adam,Mullins,beginner
Ryan,Roberts,expert
Michelle,Smith,beginner
Emily,Lam,intermediate
Teresa,Brown,beginner
Michael,Stewart,beginner
Paul,Weaver,expert
Eric,Dunn,beginner
Randy,Oconnor,expert
Tiffany,White,expert
Leslie,Carpenter,intermediate
Lynn,Boone,expert
Craig,Martin,expert
Holly,Allen,intermediate
Katie,Williams,expert
David,Vincent,expert
John,Crane,intermediate
Robert,Johnson,expert
John,Potts,intermediate
Vickie,Carlson,beginner
Adrian,Blankenship,intermediate
Marcus,Thompson,expert
Jessica,Hendrix,expert
Katherine,Foley,intermediate
David,Lane,expert
Danielle,Gonzalez,beginner
Jerry,Boyle,intermediate
Hannah,Chan,beginner
Tonya,Patel,intermediate
Aaron,White,intermediate
Matthew,Diaz,intermediate
Adrian,Hampton,expert
Zoe,Huerta,beginner
Jessica,Wright,beginner
Joanna,Williams,beginner
Lisa,Huynh,expert
Albert,Davis,beginner
James,Rodriguez,expert
Nicholas,Cummings,expert
Brian,Hodges,expert
Amanda,Hardy,beginner
Randy,Shaw,beginner
Bryan,Smith,expert
Renee,Wilcox,beginner
Melissa,Rodriguez,intermediate
Jeanette,Lewis,expert
Bryan,Vega,expert
Amy,Brady,beginner
Amanda,Bradshaw,intermediate
Stephen,Holland,expert
Paul,Liu,intermediate
Michelle,Williams,expert
Joe,Morse,beginner
Tyler,Macdonald,intermediate
Vanessa,Perez,intermediate
Emma,Martinez,expert
Erin,Graves,beginner
Scott,Maynard,expert
Julie,Barnes,intermediate
Steven,Jones,intermediate
Jennifer,Mullins,intermediate
Luis,Williams,beginner
Christina,Brown,expert
Suzanne,Mccormick,intermediate
Roger,Berg,expert
Michelle,Jones,expert
Dana,Brock,intermediate
Jessica,Rose,intermediate
Renee,Phillips,expert
Danielle,Robbins,expert
Heather,Mosley,beginner
Diane,Thomas,intermediate
Renee,Armstrong,intermediate
Brian,Young,intermediate
Janet,Maxwell,beginner
Kendra,Chambers,intermediate
Alexis,Brown,beginner
Mary,Jimenez,beginner
Jennifer,Burns,expert
Thomas,Santiago,intermediate
Rebecca,Hopkins,beginner
Christopher,Todd,intermediate
Cameron,Turner,intermediate
Travis,Bryant,intermediate
Jacob,Williams,beginner
Shawn,Fox,intermediate
Michelle,Contreras,expert
Brooke,Wright,beginner
Michelle,Smith,intermediate
Robert,Patel,beginner
Chloe,Meyers,expert
Carlos,Frederick,beginner
Lynn,Torres,beginner
Maria,Marshall,beginner
George,Reed,expert
Christina,Cruz,intermediate
Sheila,Tucker,expert
Hannah,Jones,intermediate
Matthew,Taylor,intermediate
Tonya,Gonzalez,intermediate
Alexander,Hunter,beginner
Jason,Matthews,beginner
Teresa,Estes,expert
Thomas,Miller,expert
Thomas,Roberts,intermediate
Andrea,Davis,expert
Douglas,Barker,expert
Logan,Mclaughlin,beginner
Angela,Johnson,beginner
David,Mills,expert
Jennifer,Bonilla,beginner
Eric,Reyes,intermediate
Timothy,Harper,expert
Meghan,Ryan,beginner
Lisa,Huffman,expert
Marilyn,Williams,intermediate
Patrick,Anthony,expert
Michael,Mack,intermediate
Eric,Cooper,intermediate
Brian,Peterson,expert
Ethan,Rocha,beginner
Katherine,Miller,beginner
Timothy,Clements,beginner
Phillip,Collier,expert
Marc,Reyes,beginner
Maria,Rodriguez,expert
Brian,Garcia,intermediate
Samuel,James,beginner
Susan,Duncan,intermediate
Michael,Patterson,beginner
Arthur,Phillips,expert
Karen,Keller,expert
Yvonne,Mcgee,beginner
James,Gomez,expert
Michelle,Knapp,expert
Jessica,Diaz,intermediate
Erin,Turner,expert
Patrick,Hensley,beginner
Lori,Mason,intermediate
Rachel,Thomas,beginner
Tammy,Wyatt,expert
Zachary,Perkins,expert
Kristen,Chandler,beginner
Christopher,Berg,expert
Jimmy,Hayden,beginner
Matthew,Valdez,expert
Brian,Callahan,intermediate
Angela,Miller,expert
Jamie,May,beginner
Chase,Wilson,expert
Charles,King,intermediate
Jacob,Chavez,expert
Stephen,Rodriguez,beginner
Oscar,Nguyen,expert
Timothy,Ryan,intermediate
Kevin,Cruz,intermediate
Kayla,Booth,expert
Megan,Small,expert
Philip,Washington,beginner
Phyllis,Thomas,beginner
Patricia,Moss,expert
Danielle,Nguyen,expert
Lauren,Rocha,beginner
Alicia,Wilkerson,intermediate
James,Brewer,beginner
Maria,Romero,intermediate
Emily,Russell,intermediate
Gabriella,Gallegos,intermediate
Denise,Perry,expert
James,Carey,beginner
Sara,Diaz,expert
Jamie,Ortiz,expert
John,Kelly,expert
Darin,Sexton,expert
Madeline,Perez,expert
Kevin,Park,intermediate
Megan,Phelps,expert
Tony,Wilkerson,intermediate
Troy,Kirby,expert
Donald,Lindsey,beginner
Alexis,Hensley,expert
Caitlin,Farmer,intermediate
Olivia,Barnett,expert
James,Graham,intermediate
Adam,Gonzalez,intermediate
Ronnie,Smith,beginner
Austin,Henderson,beginner
Christine,Paul,beginner
Javier,Bradley,beginner
Rachel,Simmons,intermediate
Jill,Nelson,beginner
Susan,Walters,expert
David,Rogers,expert
Alfred,Delgado,beginner
Alexander,Franco,intermediate
Lori,Sutton,expert
Elizabeth,Gates,expert
Dawn,Rodriguez,intermediate
Adam,Tucker,beginner
Amber,Moreno,intermediate
Laura,Phillips,beginner
Linda,Burnett,beginner
Janet,Atkinson,expert
Adam,Gardner,beginner
Todd,Knox,intermediate
Jasmine,Hodge,beginner
Thomas,Mercado,beginner
Stephanie,Good,beginner
Hannah,Turner,expert
Anthony,Potter,beginner
Julie,Rogers,intermediate
Anthony,Valenzuela,intermediate
Austin,Gonzales,intermediate
Zachary,Scott,intermediate
Gregory,Barry,beginner
Brandon,Moore,beginner
Brian,Peterson,intermediate
John,Smith,intermediate
Tina,Shelton,expert
Deborah,Jackson,expert
Luke,Hart,expert
Derrick,Navarro,intermediate
Jennifer,Fleming,intermediate
Jody,White,expert
Melissa,Andrews,beginner
Kelly,Campbell,beginner
Allison,Lawrence,beginner
Lydia,Wolfe,intermediate
Catherine,Cox,expert
Veronica,Johnson,intermediate
Danielle,Daniels,expert
Megan,Baker,intermediate
Jennifer,Peterson,beginner
Robert,Murray,expert
Shane,Cooper,beginner
Amber,Schaefer,intermediate
Tamara,Ortiz,expert
Amanda,Rice,beginner
Carlos,Mendoza,beginner
Laura,Owens,intermediate
Eric,Pittman,expert
Jonathan,Reid,beginner
Kathleen,Brown,beginner
Emily,Sanchez,beginner
Alexis,Thompson,intermediate
Heather,Alvarez,intermediate
Darlene,Fitzgerald,intermediate
David,Russell,expert
Rachel,Lane,intermediate
Melissa,Mathews,expert
Craig,Watkins,intermediate
Laura,Bryan,beginner
Scott,Williams,expert
Joshua,Duffy,intermediate
Paula,Wagner,intermediate
Karen,Harris,intermediate
Shane,Pollard,beginner
Brett,Avila,beginner
Jennifer,Willis,expert
Edwin,Galvan,beginner
Eric,Avery,beginner
Kevin,Montoya,expert
Timothy,Young,beginner
Kathleen,Morales,intermediate
Alan,Torres,beginner
Chad,Brown,intermediate
Patrick,Smith,intermediate
Tyler,Keller,intermediate
Christopher,Nichols,intermediate
Shawn,Kramer,beginner
Michael,Richardson,expert
Kim,Parks,beginner
James,Flores,expert
Kristi,Harvey,intermediate
Karen,Garcia,beginner
Melissa,Floyd,expert
Christine,Flores,intermediate
Donald,King,expert
Kevin,Moran,expert
Jason,Medina,intermediate
Christy,Hays,beginner
Timothy,Owens,beginner
Robert,Obrien,expert
John,Taylor,intermediate
Amanda,Hernandez,beginner
Andrew,Gardner,beginner
Chelsey,Ray,expert
April,Calhoun,intermediate
Yvette,Parrish,intermediate
Luke,Kim,intermediate
April,Murphy,beginner
Olivia,Durham,beginner
Vicki,Torres,beginner
Brian,Castro,expert
Shelly,Dunn,intermediate
David,Woods,beginner
Nicole,Conley,expert
Sean,Hudson,expert
Amy,Santana,beginner
Kenneth,Chavez,expert
Johnny,Villa,beginner
Karina,Robinson,intermediate
Darlene,Goodwin,expert
Patricia,Lee,beginner
Alicia,Brown,expert
Mark,Gilbert,expert
Austin,Johnson,beginner
Anthony,Smith,intermediate
Alexis,Lopez,beginner
Mark,Thompson,expert
Nancy,Young,intermediate
Brendan,Huffman,expert
Courtney,Collier,beginner
Diana,Hudson,intermediate
Kenneth,Phillips,expert
Anthony,Jordan,expert
Kristine,Jackson,beginner
John,Kennedy,expert
Adam,Williams,intermediate
Brittney,Cruz,expert
Helen,Gray,expert
Margaret,Peterson,expert
Andrew,Chambers,intermediate
Christine,Brown,beginner
Sophia,Hines,expert
Raven,Love,intermediate
Ann,Hendrix,expert
Andrew,Lopez,expert
Connie,Cunningham,expert
Christian,Mckenzie,intermediate
Yvonne,Bell,beginner
Shannon,Chase,intermediate
Kevin,Brown,expert
Annette,Olson,beginner
Leonard,Hodges,expert
Jessica,Paul,intermediate
Ashley,Cole,intermediate
Justin,Williams,beginner
Charles,Oconnor,intermediate
Sheila,Taylor,expert
Charles,Thomas,intermediate
Anne,Jackson,expert
Karen,Obrien,beginner
Linda,Arroyo,beginner
Michael,Wilcox,expert
James,Reed,expert
Christine,Roberts,intermediate
Andrew,Montgomery,beginner
Franklin,Gomez,beginner
Victor,Glass,expert
Anthony,Phillips,beginner
Elizabeth,Melton,intermediate
Brian,Taylor,expert
Vanessa,Cain,intermediate
Daniel,Brown,expert
Erika,Alexander,intermediate
Christopher,Rodriguez,expert
Paul,Baker,intermediate
Andrew,Yoder,intermediate
Matthew,Salazar,expert
Caroline,Davis,intermediate
Zachary,Morris,beginner
Nicole,Mercado,intermediate
Jane,Garcia,expert
Ann,Jackson,beginner
Steven,Mckee,expert
Katherine,Miller,intermediate
Hannah,Bishop,expert
Brittany,Walker,intermediate
Taylor,Davis,expert
Kimberly,Shelton,intermediate
Kristin,Meyer,beginner
Christopher,Powers,intermediate
Cody,Gilbert,beginner
Bryce,Vasquez,intermediate
Cindy,Dunn,expert
Jill,Johnson,expert
Linda,Turner,intermediate
Rachel,Myers,beginner
Erin,Jones,beginner
Ronnie,Wheeler,beginner
Anthony,Gomez,expert
Kimberly,Young,expert
Heather,King,intermediate
Joan,Young,intermediate
Susan,Keller,beginner
Colton,Baker,intermediate
Kimberly,Adams,beginner
Marissa,Johnson,expert
Carrie,Phillips,beginner
Martha,Torres,expert
Calvin,Cole,intermediate
Clinton,Harvey,expert
Shannon,Johnson,intermediate
Matthew,Best,intermediate
Pamela,Daniels,beginner
Jeremy,Knight,beginner
Daniel,Garcia,expert
Matthew,Perry,expert
Paul,Medina,expert
Christina,Thomas,beginner
Joseph,Miller,beginner
Linda,Stevenson,expert
Reginald,Taylor,beginner
Krista,Williams,intermediate
James,Carter,intermediate
Jillian,Salinas,beginner
Christopher,Mcguire,beginner
Shane,Gutierrez,beginner
Gabriela,Taylor,intermediate
Lauren,Mendez,expert
Charles,Ross,beginner
Megan,Douglas,expert
Robert,Campbell,beginner
Jacob,Lee,expert
James,Jones,expert
Jorge,Miller,intermediate
Nichole,Wallace,expert
James,Decker,beginner
Nicholas,Marshall,intermediate
Nancy,Hall,beginner
Diana,Nguyen,beginner
Shannon,Rice,beginner
Joshua,Larsen,intermediate
Brent,Reynolds,expert
Michelle,Hill,beginner
Michael,Elliott,beginner
Steven,Mejia,intermediate
Daniel,Nelson,expert
Nicholas,Hart,beginner
Patricia,Robinson,expert
Emma,Ross,intermediate
Colin,Garcia,expert
Daniel,Johnson,beginner
Michelle,Sandoval,intermediate
Sarah,Johns,beginner
Richard,Harris,beginner
Carla,Jones,beginner
Benjamin,Hood,beginner
Samuel,Rosales,beginner
Eric,Horn,intermediate
Latoya,Stewart,beginner
Miguel,Chen,expert
Christina,Ortiz,expert
Jeremy,Gomez,intermediate
James,Winters,intermediate
Benjamin,Williams,expert
Thomas,Duran,beginner
Peter,Patrick,intermediate
Albert,Thomas,beginner
Joseph,Miller,beginner
Kimberly,Romero,beginner
Samantha,Buchanan,beginner
Katherine,Meyers,beginner
Anthony,Webb,intermediate
Jeffrey,Fletcher,beginner
Dawn,Oconnor,expert
Teresa,Prince,beginner
Brett,Wood,expert
Javier,Maldonado,intermediate
Mindy,Flowers,intermediate
James,Paul,beginner
Cameron,Lopez,expert
Nichole,Anderson,expert
Jamie,Villa,beginner
Kyle,Mendez,expert
John,Mcdonald,intermediate
Melissa,Moreno,beginner
Andrew,Lowery,beginner
Ashley,Peterson,beginner
Cole,Anderson,beginner
Ashley,Vargas,intermediate
Tammy,White,expert
Rodney,Hernandez,beginner
Aaron,Moreno,intermediate
David,Craig,expert
Crystal,Rivera,intermediate
Michael,Dominguez,beginner
Hannah,Hansen,beginner
Amanda,Johnson,beginner
Michelle,Thomas,beginner
Mark,Mitchell,beginner
Dawn,Aguilar,intermediate
David,Chen,intermediate
Daniel,Garcia,expert
Jessica,Watson,intermediate
Alexis,Adams,expert
Julie,Johnson,intermediate
Lance,Peterson,intermediate
Randy,Rivera,intermediate
Erik,Wheeler,expert
Antonio,Williams,expert
Angela,Griffin,intermediate
Joseph,Davis,intermediate
Patricia,Perez,intermediate
Whitney,Lee,beginner
Jennifer,Callahan,intermediate
Carla,Townsend,expert
Patricia,Knight,beginner
Jeffrey,Hickman,expert
Jessica,Compton,beginner
Michael,Chavez,intermediate
Andrew,Fields,beginner
Kelly,Matthews,intermediate
Pamela,Freeman,intermediate
Rachel,Chapman,expert
Donna,Hall,expert
Charles,Adams,beginner
Molly,Smith,expert
Jennifer,Bass,beginner
Derrick,Rice,beginner
Jennifer,Harris,intermediate
Kenneth,Bender,beginner
Joseph,Hubbard,expert
Jamie,White,expert
Lynn,Huerta,beginner
Sandra,Jackson,expert
Kristen,Blackburn,beginner
John,Davis,beginner
Ashley,Franklin,intermediate
Rebecca,Martinez,beginner
Lawrence,Hayes,expert
Juan,Wallace,expert
Stacy,Banks,beginner
Jacob,Anderson,beginner
Alex,Merritt,intermediate
Gregory,Adams,beginner
Jenna,Diaz,beginner
Jordan,Rogers,intermediate
Alexander,Moyer,beginner
Michael,Thornton,intermediate
Sheila,Wiley,beginner
Lauren,Cruz,expert
Brandon,Townsend,beginner
Joanne,Cook,intermediate
William,Spears,expert
John,Ramirez,beginner
Nicole,Hogan,expert
John,Ruiz,beginner
Elizabeth,Daugherty,beginner
Nicole,Ayers,beginner
Tara,Boyle,intermediate
William,Garrison,beginner
David,Mcintosh,beginner
William,Campbell,expert
William,Arroyo,beginner
Heather,Green,beginner
David,Tucker,beginner
Jesse,Taylor,expert
Lisa,Berg,expert
Michele,Levine,beginner
Betty,Yu,expert
Daniel,Black,beginner
Nicholas,Atkinson,intermediate
Angela,Miranda,beginner
Roy,Smith,intermediate
Randy,Graham,beginner
Vanessa,Long,expert
Drew,Le,intermediate
Harry,Mcdowell,expert
Cheyenne,Thomas,beginner
Christina,Jones,beginner
Jennifer,Smith,intermediate
Hannah,Thompson,expert
April,Rice,intermediate
John,Hernandez,intermediate
Robert,Weaver,beginner
Shawn,Nguyen,intermediate
Jeffrey,Harris,intermediate
Lisa,Wilkerson,beginner
Christopher,Austin,expert
Christopher,Morris,beginner
Matthew,Norman,beginner
Tonya,Ramos,expert
Gabriel,Webster,beginner
Dana,Smith,intermediate
Joshua,Shepherd,beginner
Rebecca,Gonzalez,intermediate
Erin,Gonzalez,intermediate
David,Padilla,intermediate
James,Morales,expert
Kevin,Vasquez,expert
Joshua,Juarez,expert
Juan,Sanchez,intermediate
Stacey,Holmes,beginner
Amanda,Combs,expert
Karen,Garcia,expert
Daniel,Palmer,expert
Michael,Fowler,expert
Patricia,Dixon,expert
Paul,Brown,beginner
Timothy,Griffin,beginner
Haley,Gay,expert
Julia,Harris,beginner
Hailey,Velasquez,beginner
Mark,Vargas,beginner
Crystal,Chambers,beginner
Paul,Jones,expert
Stacey,Taylor,expert
Brian,Holland,expert
Kiara,Riley,expert
Christopher,Mendoza,intermediate
Nicole,Lozano,expert
Sara,Soto,expert
Michael,Morales,intermediate
Renee,Peters,beginner
Lisa,Fowler,beginner
Kristin,Bishop,beginner
Alejandro,Waters,beginner
Lori,Foster,intermediate
Christopher,Miller,expert
Christopher,Miller,intermediate
Caroline,Suarez,beginner
Danielle,Russell,expert
Thomas,Adams,beginner
Alicia,Webster,intermediate
Morgan,Marshall,expert
Christopher,Calderon,beginner
Sarah,Baker,intermediate
Andrew,Rodriguez,beginner
Melissa,Walters,beginner
Tara,Day,beginner
Andre,Wright,expert
Peter,Braun,expert
Jessica,Lee,intermediate
Kathryn,Carter,intermediate
Courtney,Gomez,intermediate
Tina,Montoya,expert
Jessica,Kirby,beginner
Christopher,Thompson,expert
Morgan,Ortiz,beginner
Cory,Johnson,expert
Matthew,Smith,intermediate
Aaron,Hawkins,expert
Anna,Mcbride,expert
Kelly,Shelton,intermediate
Thomas,Rice,intermediate
Kayla,Buck,expert
Daniel,Mora,expert
Shirley,Miller,beginner
Kevin,Nicholson,expert
Heidi,Ray,intermediate
Stephen,Allen,expert
Anita,Parker,intermediate
Mark,Martinez,beginner
Robert,Perez,beginner
Alan,Cardenas,beginner
Michael,Hunter,intermediate
Jennifer,Campbell,beginner
Peter,James,intermediate
Angelica,Vang,beginner
Lance,Lewis,expert
Bobby,Ferguson,intermediate
Donald,Crawford,beginner
Sara,Tyler,intermediate
Paul,Long,intermediate
James,Gill,intermediate
Elizabeth,Fowler,beginner
Kelsey,Jackson,intermediate
Samuel,Adams,intermediate
David,Brown,intermediate
Brandy,Johnson,expert
Zachary,Curry,intermediate
Frances,Lewis,beginner
Kenneth,Smith,intermediate
Joseph,Moreno,expert
William,Sanders,expert
Toni,Turner,beginner
James,Williams,beginner
Sherri,Barber,expert
Derrick,Lee,expert
John,Greene,expert
James,Stokes,beginner
Jessica,Ryan,expert
Nathan,Smith,beginner
Desiree,Andersen,intermediate
Wanda,Hernandez,beginner
Diana,Baker,beginner
Roy,Miles,intermediate
Christopher,Duran,beginner
Brandon,Jordan,expert
Kathy,Reynolds,intermediate
Shari,Carter,intermediate
Amy,Romero,expert
Andrew,Wright,intermediate
Sylvia,Vincent,intermediate
Joseph,Gates,expert
Cody,Washington,expert
Sean,Campbell,expert
Mark,Blair,intermediate
Allison,Juarez,expert
Monique,Nelson,expert
Spencer,Cook,intermediate
Sara,Stephens,expert
Elizabeth,Bernard,expert
Kyle,Goodwin,expert
Sarah,Randolph,expert
Raymond,Johnson,beginner
Sarah,Odom,beginner
Anthony,Gomez,intermediate
Kevin,Conner,expert
David,Kennedy,beginner
Roger,Wade,expert
Jennifer,Morrison,beginner
Justin,Mercado,beginner
Scott,Merritt,intermediate
William,Cook,intermediate
Robert,Allison,expert
Ronald,Garcia,intermediate
Carla,Duncan,intermediate
Lisa,Sherman,beginner
Michael,Williams,beginner
Dylan,Webb,expert
Mark,Montgomery,intermediate
Jesus,Ray,expert
Nicholas,Brown,intermediate
Gregory,Martinez,intermediate
Barbara,Ramirez,beginner
Jonathan,Massey,expert
Robin,Abbott,beginner
Olivia,Rose,beginner
Melissa,Ramirez,beginner
Stephanie,Salinas,beginner
Stephen,Whitney,intermediate
Ryan,Ponce,intermediate
Kimberly,Hubbard,beginner
Lauren,Marks,expert
Miguel,Drake,expert
Lisa,Miller,expert
Jesus,Smith,expert
Mark,Ryan,beginner
Bethany,Brown,beginner
Philip,Clay,intermediate
Hector,Calhoun,beginner
Jesse,Stewart,beginner
Elizabeth,Cannon,beginner
Natalie,Leach,expert
Jeffrey,Turner,expert
Danny,Nelson,beginner
Richard,Curtis,expert
Kathleen,Baker,expert
Michael,Townsend,expert
David,Aguilar,intermediate
Linda,Roberts,beginner
Mary,Abbott,beginner
Samuel,Carter,beginner
Mary,Jones,intermediate
Roy,Tyler,expert
Eric,Branch,intermediate
Rachel,Robbins,intermediate
Michael,Long,expert
Eric,Jones,intermediate
Robert,Rose,beginner
Corey,Maddox,expert
Justin,Gibson,intermediate
Tina,Cox,beginner
Vanessa,Gonzalez,expert
Jeremy,Foster,beginner
Brady,Villarreal,expert
Amanda,Mccall,intermediate
Desiree,Hurst,intermediate
Rebecca,Mcclure,intermediate
Kristin,Heath,expert
Amanda,Baxter,expert
Brett,Elliott,beginner
Laura,Dorsey,expert
Vincent,Pope,expert
Kimberly,Bray,beginner
James,Costa,expert
Monica,Stewart,intermediate
Karen,Adams,beginner
Sarah,Clark,intermediate
Scott,Wagner,expert
Todd,Hill,intermediate
Angela,Alvarez,beginner
David,Downs,expert
Vanessa,Mills,beginner
William,Ward,beginner
Kristin,Horn,beginner
Morgan,Torres,intermediate
Keith,Sawyer,expert
Charles,Bush,intermediate
Scott,Davis,beginner
Arthur,Beard,beginner
Carl,Atkinson,intermediate
Dustin,Paul,intermediate
Rhonda,Cochran,intermediate
Willie,Coleman,expert
Natalie,Vincent,expert
Tyler,Ford,intermediate
Brianna,Smith,beginner
Shirley,Delgado,expert
Jonathan,Walker,expert
Mark,Sanchez,expert
William,Ochoa,intermediate
William,Oneill,beginner
Michelle,Ayala,expert
Chad,Campbell,beginner
Richard,Armstrong,intermediate
Judy,Bauer,beginner
Scott,Little,intermediate
Robert,Shah,intermediate
Evan,Chung,beginner
Megan,Mcdonald,beginner
Nicholas,Reyes,intermediate
Cody,Gomez,intermediate
David,Jenkins,intermediate
Amanda,Valdez,expert
Jim,Robinson,intermediate
Stephen,Sharp,expert
Vicki,Mccarthy,expert
James,Morris,expert
Devin,Grant,expert
Sherri,Rodriguez,intermediate
Sydney,Wallace,expert
Thomas,Knight,beginner
Candace,Montgomery,expert
Melissa,Moreno,expert
Heather,Olson,beginner
Joshua,Lee,intermediate
Larry,Padilla,expert
Maria,Rodriguez,expert
Allison,Holland,expert
Jeremy,Love,expert
Eric,Austin,beginner
Gary,Walker,beginner
Keith,Powers,beginner
James,West,intermediate
Amy,Miller,intermediate
Brenda,Hall,beginner
Allison,Rodgers,expert
Michael,Stafford,beginner
Ruben,Acevedo,expert
Michael,Moore,expert
Matthew,Lopez,beginner
Daniel,Callahan,expert
Tammy,Vega,expert
Victoria,Larsen,beginner
Charles,Hammond,expert
Mason,Dominguez,expert
Catherine,Morgan,beginner
Jennifer,Davis,beginner
Jennifer,Johnson,intermediate
Jeffery,Martinez,expert
James,Hoover,beginner
Dustin,Dominguez,beginner
Caitlin,Sanchez,beginner
Peter,Morales,expert
Jennifer,Williams,expert
Tamara,Hopkins,intermediate
Carolyn,Kennedy,expert
Steven,Oliver,expert
Kristen,Mccullough,intermediate
Kimberly,Henderson,beginner
Katherine,Bruce,expert
Jenny,Ford,expert
Brandon,Wilson,expert
Jason,Jenkins,expert
Lance,Short,intermediate
Candice,Wheeler,beginner
Pamela,Hines,expert
Melissa,Daniels,expert
Yvonne,Fernandez,intermediate
Laura,Mcdonald,beginner
Jacob,Mckinney,beginner
Sarah,Phillips,beginner
Jennifer,Wilson,intermediate
Sharon,Hardin,intermediate
Virginia,Webster,expert
Christopher,Reynolds,intermediate
Kimberly,Shannon,intermediate
Barbara,Rodgers,intermediate
Stacie,Norris,intermediate
Paul,Molina,beginner
Michael,Valentine,beginner
Alexandra,Jenkins,intermediate
Barbara,Pham,beginner
Sarah,Suarez,intermediate
Thomas,Edwards,beginner
Robert,Martinez,intermediate
Samantha,Walters,expert
Whitney,Brewer,expert
Anthony,Pitts,intermediate
Kara,Freeman,expert
Marie,Rodriguez,intermediate
Miguel,Rodriguez,intermediate
Julie,Patton,intermediate
Jacqueline,Hughes,expert
Noah,Sanchez,expert
James,Knapp,expert
Sarah,Jackson,expert
Nicholas,Crane,intermediate
Shannon,Shepard,intermediate
Jessica,Bell,beginner
Scott,Shaw,intermediate
Tiffany,Simmons,expert
Henry,Kaufman,beginner
Leslie,Wilson,intermediate
Jack,Shaw,beginner
Jill,Carroll,beginner
Lisa,Zamora,intermediate
Kyle,Bell,expert
Matthew,Tucker,intermediate
Justin,Howe,beginner
William,Wright,beginner
Glenn,Christensen,intermediate
Breanna,Stone,intermediate
Kevin,Smith,expert
Alex,Johnson,beginner
Robert,Allen,intermediate
Andrew,Hudson,intermediate
Keith,Mata,expert
Casey,Wilkins,beginner
Theresa,Kelly,beginner
Melissa,White,beginner
Sean,Erickson,expert
Jonathan,Wall,expert
Jean,Johnson,beginner
Jamie,Orr,intermediate
Ryan,Osborne,beginner
Michael,Williams,expert
